-0.544439,-0.385848,-0.0276941,1.10105,0.780397,0.0423151,-0.0418913,0.0103202,-0.000736318,-0.174762,0.255102,0,0.0110415,-0.00244323,-0.202329,-0.0282476,0.18698,9.8638,0.494531
-0.545008,-0.38522,-0.0268062,1.10357,0.780123,0.0410655,-0.0405009,0.0126201,0.000651347,-0.165744,0.248466,0,0.0108603,-0.00243511,-0.202355,0.0854133,0.1834,9.87904,0.494288
-0.54497,-0.38484,-0.0262059,1.10349,0.779336,0.0401542,-0.0402064,0.0149547,0.00134681,-0.164511,0.246846,0,0.0107704,-0.00239198,-0.20233,-0.0551316,0.147194,9.82714,0.494119
-0.546078,-0.384117,-0.0255811,1.10575,0.7779,0.0392077,-0.0442767,0.0109793,0.000151511,-0.170829,0.255053,0,0.0106295,-0.00229179,-0.202246,-0.00227176,-0.0562847,9.70569,0.494137
-0.546639,-0.383897,-0.0253484,1.10688,0.777445,0.0388465,-0.0456712,0.0117126,-0.000916807,-0.166781,0.251722,0,0.010587,-0.00234234,-0.20206,-0.116616,0.11735,9.7534,0.4942
-0.547497,-0.383585,-0.025376,1.1086,0.776799,0.0388759,-0.0454977,0.0124568,-0.00091677,-0.166277,0.251059,0,0.0106522,-0.00214381,-0.201812,0.0474681,0.146454,9.89682,0.494197
-0.548913,-0.383069,-0.0257723,1.11144,0.775747,0.0394607,-0.042977,0.0153123,-0.00234739,-0.162888,0.24989,0,0.0106788,-0.002047,-0.201798,0.108557,0.196763,9.81309,0.494394
-0.549801,-0.382656,-0.0260667,1.11325,0.774925,0.0398959,-0.044617,0.0154403,-0.000734085,-0.165727,0.253853,0,0.0106351,-0.00214219,-0.201544,-0.0610011,0.114409,9.88048,0.494272
-0.550055,-0.381799,-0.0267614,1.11379,0.773206,0.0409337,-0.0450687,0.0182157,0.00105171,-0.161194,0.251584,0,0.0107833,-0.00196628,-0.201367,-0.0862153,0.133008,9.80272,0.494193
-0.55037,-0.38137,-0.0271858,1.11444,0.772342,0.0415679,-0.0452732,0.0155698,-0.000454685,-0.167951,0.251667,0,0.0106639,-0.00194976,-0.201247,-0.183311,0.0848229,9.86306,0.494405
-0.551198,-0.380809,-0.0283819,1.11608,0.771186,0.0433625,-0.0448467,0.0107928,-0.00102655,-0.170535,0.252282,0,0.0106528,-0.00203054,-0.2003,-0.0818745,-0.0122965,9.85172,0.494642
-0.551409,-0.380604,-0.0287916,1.11652,0.770767,0.0439832,-0.0439632,0.0102691,-0.00196649,-0.166955,0.250514,0,0.01061,-0.00205977,-0.198603,-0.0385269,0.0238588,9.7647,0.494801
-0.55155,-0.380376,-0.0293432,1.11686,0.770323,0.0448219,-0.0419197,0.00613006,-0.00130447,-0.171395,0.24893,0,0.0104908,-0.00186463,-0.196965,0.106348,0.0325739,9.64574,0.494823
-0.551769,-0.380374,-0.0293498,1.11729,0.770297,0.044842,-0.0383857,0.00524485,-0.00137167,-0.168663,0.246862,0,0.0103582,-0.00179619,-0.193331,0.0301598,-0.0132932,9.87413,0.494835
-0.551867,-0.380657,-0.0294113,1.11747,0.770836,1.54794,-0.0334446,-0.000976025,0.00119818,-0.176064,0.244165,0,0.010326,-0.00176312,-0.190681,0.158949,0.0805788,9.91231,0.645639
-0.551517,-0.380895,-0.0292494,1.11682,0.77133,1.55072,-0.0323157,-0.00239257,0.0021166,-0.171535,0.246875,0,0.0102271,-0.00153557,-0.18684,-0.0197715,0.111152,9.87999,0.646583
-0.550076,-0.381413,-0.0287673,1.11393,0.772352,1.553,-0.0180392,-0.00387006,0.0472394,-0.172662,0.227629,0,0.00918446,-0.00220649,-0.181346,0.176599,-0.0480215,10.4519,0.643029
-0.549303,-0.381788,-0.0258149,1.11238,0.773103,1.55158,-0.0114181,-0.00651721,0.143996,-0.174305,0.235118,0,-0.000942966,-0.0101315,-0.174967,0.248175,-0.0501216,12.8716,0.633896
-0.547734,-0.382122,-0.0101755,1.10922,0.773759,1.53105,0.000563694,0.00758294,0.331795,-0.154363,0.224803,0,-0.0186369,-0.0324775,-0.158153,-0.280368,-0.0184273,12.4988,0.613637
-0.545812,-0.381795,0.00200677,1.10538,0.773118,1.51571,0.0140737,0.0191343,0.414843,-0.15318,0.218971,0,-0.0260481,-0.0459829,-0.142938,-0.15181,0.186697,12.3677,0.604333
-0.540833,-0.379949,0.0362227,1.09539,0.769421,1.46718,0.0496538,0.0427342,0.551678,-0.132132,0.180712,0,-0.0301504,-0.0609857,-0.115974,-0.176938,-0.00768885,11.6379,0.58623
-0.537736,-0.378525,0.0547807,1.0892,0.76659,1.44215,0.0681761,0.0542807,0.595835,-0.142371,0.196868,0,-0.0269559,-0.0671447,-0.0975142,-0.101259,0.048094,11.1989,0.579724
-0.529939,-0.374482,0.0963391,1.07349,0.758447,1.38232,0.100699,0.0749124,0.654639,-0.121534,0.162578,0,-0.0211961,-0.0694082,-0.0796573,-0.148101,0.31131,10.809,0.568178
-0.525011,-0.372827,0.116625,1.06361,0.755147,1.35454,0.114582,0.0791227,0.670771,-0.141673,0.182616,0,-0.00890743,-0.0645828,-0.0547033,-0.228486,0.0680305,10.2195,0.564122
-0.519813,-0.371007,0.137487,1.05311,0.75147,1.3227,0.12664,0.0804521,0.682028,-0.143024,0.178917,0,-0.000234533,-0.0579391,-0.0374101,-0.404581,-0.0304075,10.0812,0.559351
-0.507799,-0.366875,0.184229,1.02899,0.743179,1.25197,0.14462,0.0798177,0.681816,-0.138605,0.150084,0,0.0119471,-0.0444837,-0.0145721,-0.307942,0.0223922,9.70975,0.551815
