34.4804,0,-0.5,0,0.8,0.0968988,-0.0434297,0.0354175,-0.598091,0.0435164,0.611666,0.00134951,-0.000109354,0.00236713,0.384926
34.4904,0,-0.5,0,0.8,0.0968988,-0.0434297,0.0354175,-0.599283,0.0436031,0.611666,0.00134951,-0.000109354,0.00236713,0.385034
34.5004,0,-0.5,0,0.8,0.0968155,-0.0436108,0.0380911,-0.600397,0.0438717,0.609527,-0.00237954,-0.00517444,0.0763887,0.326555
34.5104,0,-0.5,0,0.8,0.0968155,-0.0436108,0.0380911,-0.601586,0.0439586,0.609527,-0.00237954,-0.00517444,0.0763887,0.380873
34.5204,0,-0.5,0,0.8,0.0968155,-0.0436108,0.0380911,-0.602782,0.044046,0.609527,-0.00237954,-0.00517444,0.0763887,0.380968
34.5304,0,-0.5,0,0.8,0.0968155,-0.0436108,0.0380911,-0.603973,0.0441331,0.609527,-0.00237954,-0.00517444,0.0763887,0.381063
34.5404,0,-0.5,0,0.8,0.0962484,-0.0438758,0.0437215,-0.604604,0.0444862,0.605023,-0.0162027,-0.00757115,0.16087,0.312776
34.5504,0,-0.5,0,0.8,0.0962484,-0.0438758,0.0437215,-0.605792,0.0445736,0.605023,-0.0162027,-0.00757115,0.16087,0.376137
34.5604,0,-0.5,0,0.8,0.0962484,-0.0438758,0.0437215,-0.60698,0.0446611,0.605023,-0.0162027,-0.00757115,0.16087,0.376216
34.5704,0,-0.5,0,0.8,0.0946767,-0.0444961,0.0511409,-0.606606,0.045371,0.599087,-0.0523911,-0.020678,0.247312,0.305455
34.5804,0,-0.5,0,0.8,0.0946767,-0.0444961,0.0511409,-0.607791,0.0454597,0.599087,-0.0523911,-0.020678,0.247312,0.371063
34.5904,0,-0.5,0,0.8,0.0946767,-0.0444961,0.0511409,-0.608981,0.0455487,0.599087,-0.0523911,-0.020678,0.247312,0.371126
34.6004,0,-0.5,0,0.8,0.0927306,-0.0451062,0.0643469,-0.608225,0.0462494,0.588522,-0.0556022,-0.0174318,0.377316,0.263128
34.6104,0,-0.5,0,0.8,0.0927306,-0.0451062,0.0643469,-0.609405,0.0463392,0.588522,-0.0556022,-0.0174318,0.377316,0.363169
34.6204,0,-0.5,0,0.8,0.0927306,-0.0451062,0.0643469,-0.610591,0.0464294,0.588522,-0.0556022,-0.0174318,0.377316,0.363207
