261.9,0,0,0,1,-0.0628056,-0.0575351,0.118292,0.0629313,0.0576503,0.705366,-0.0612753,0.00890953,0.611924,0.355356
261.91,0,0,0,1,-0.0649568,-0.0574451,0.138773,0.0652125,0.0576753,0.688982,-0.071705,0.00300036,0.682682,0.288194
261.92,0,0,0,1,-0.0649568,-0.0574451,0.138773,0.0653422,0.05779,0.688982,-0.071705,0.00300036,0.682682,0.350379
261.93,0,0,0,1,-0.0649568,-0.0574451,0.138773,0.0654722,0.057905,0.688982,-0.071705,0.00300036,0.682682,0.35038
261.94,0,0,0,1,-0.0674842,-0.0566503,0.16542,0.0681352,0.0572239,0.667664,-0.0722135,0.0227102,0.761359,0.273511
261.95,0,0,0,1,-0.0674842,-0.0566503,0.16542,0.0682695,0.0573366,0.667664,-0.0722135,0.0227102,0.761359,0.344633
261.96,0,0,0,1,-0.0674842,-0.0566503,0.16542,0.0684046,0.05745,0.667664,-0.0722135,0.0227102,0.761359,0.344616
261.97,0,0,0,1,-0.0674842,-0.0566503,0.16542,0.0685397,0.0575634,0.667664,-0.0722135,0.0227102,0.761359,0.344599
261.98,0,0,0,1,-0.0708218,-0.0564245,0.193483,0.0720195,0.057451,0.645214,-0.0953591,0.00644907,0.801795,0.296239
261.99,0,0,0,1,-0.0708218,-0.0564245,0.193483,0.0721604,0.0575633,0.645214,-0.0953591,0.00644907,0.801795,0.34095
262,0,0,0,1,-0.0708218,-0.0564245,0.193483,0.0723022,0.0576762,0.645214,-0.0953591,0.00644907,0.801795,0.340922
262.01,0,0,0,1,-0.0733518,-0.0557828,0.220013,0.0749794,0.0571465,0.62399,-0.0843332,0.02139,0.884336,0.261125
262.02,0,0,0,1,-0.0733518,-0.0557828,0.220013,0.0751254,0.0572575,0.62399,-0.0843332,0.02139,0.884336,0.334899
262.03,0,0,0,1,-0.0733518,-0.0557828,0.220013,0.0752722,0.0573692,0.62399,-0.0843332,0.02139,0.884336,0.334853
262.04,0,0,0,1,-0.0759959,-0.0548543,0.252143,0.078069,0.0565508,0.598286,-0.0755459,0.0265291,0.917989,0.289176
262.05,0,0,0,1,-0.0759959,-0.0548543,0.252143,0.0782202,0.05666,0.598286,-0.0755459,0.0265291,0.917989,0.331347
262.06,0,0,0,1,-0.0759959,-0.0548543,0.252143,0.0783723,0.0567698,0.598286,-0.0755459,0.0265291,0.917989,0.33129
262.07,0,0,0,1,-0.0759959,-0.0548543,0.252143,0.0785244,0.0568796,0.598286,-0.0755459,0.0265291,0.917989,0.331233
262.08,0,0,0,1,-0.0792086,-0.0539949,0.284987,0.0818962,0.0561286,0.57201,-0.0917908,0.024556,0.938412,0.295276
262.09,0,0,0,1,-0.0792086,-0.0539949,0.284987,0.0820538,0.056236,0.57201,-0.0917908,0.024556,0.938412,0.328433
262.1,0,0,0,1,-0.0792086,-0.0539949,0.284987,0.0822119,0.0563438,0.57201,-0.0917908,0.024556,0.938412,0.328368
262.11,0,0,0,1,-0.081923,-0.0532693,0.313872,0.0850908,0.0557252,0.548902,-0.0904819,0.0241846,0.962828,0.291769
262.12,0,0,0,1,-0.081923,-0.0532693,0.313872,0.0852538,0.0558312,0.548902,-0.0904819,0.0241846,0.962828,0.325505
262.13,0,0,0,1,-0.081923,-0.0532693,0.313872,0.0854184,0.0559382,0.548902,-0.0904819,0.0241846,0.962828,0.32543
262.14,0,0,0,1,-0.0852932,-0.0524252,0.347799,0.0889593,0.055199,0.521761,-0.0962902,0.0241182,0.969342,0.299411
262.15,0,0,0,1,-0.0852932,-0.0524252,0.347799,0.089129,0.0553033,0.521761,-0.0962902,0.0241182,0.969342,0.323348
262.16,0,0,0,1,-0.0852932,-0.0524252,0.347799,0.0892997,0.0554083,0.521761,-0.0962902,0.0241182,0.969342,0.323268
262.17,0,0,0,1,-0.0852932,-0.0524252,0.347799,0.0894705,0.0555132,0.521761,-0.0962902,0.0241182,0.969342,0.323188
262.18,0,0,0,1,-0.0886552,-0.0513209,0.382687,0.0930105,0.054512,0.49385,-0.096056,0.0315499,0.996808,0.280538
262.19,0,0,0,1,-0.0886552,-0.0513209,0.382687,0.0931874,0.0546144,0.49385,-0.096056,0.0315499,0.996808,0.319844
262.2,0,0,0,1,-0.0886552,-0.0513209,0.382687,0.0933638,0.0547166,0.49385,-0.096056,0.0315499,0.996808,0.319754
262.21,0,0,0,1,-0.0913228,-0.0503822,0.412747,0.096216,0.0538796,0.469802,-0.0889217,0.031293,1.002,0.297308
262.22,0,0,0,1,-0.0913228,-0.0503822,0.412747,0.0963971,0.0539795,0.469802,-0.0889217,0.031293,1.002,0.317893
262.23,0,0,0,1,-0.0913228,-0.0503822,0.412747,0.0965799,0.0540804,0.469802,-0.0889217,0.031293,1.002,0.317798
262.24,0,0,0,1,-0.0950444,-0.0493006,0.446849,0.100492,0.0530978,0.442521,-0.106332,0.0309019,0.974335,0.318
262.25,0,0,0,1,-0.0950444,-0.0493006,0.446849,0.100682,0.0531959,0.442521,-0.106332,0.0309019,0.974335,0.31763
262.26,0,0,0,1,-0.0950444,-0.0493006,0.446849,0.100872,0.0532949,0.442521,-0.106332,0.0309019,0.974335,0.317535
262.27,0,0,0,1,-0.0950444,-0.0493006,0.446849,0.101062,0.0533933,0.442521,-0.106332,0.0309019,0.974335,0.31744
262.28,0,0,0,1,-0.0983604,-0.0478451,0.481574,0.104576,0.0520339,0.414741,-0.0947408,0.0415848,0.992142,0.2823
262.29,0,0,0,1,-0.0983604,-0.0478451,0.481574,0.104771,0.0521288,0.414741,-0.0947408,0.0415848,0.992142,0.314629
262.3,0,0,0,1,-0.0983604,-0.0478451,0.481574,0.104968,0.0522246,0.414741,-0.0947408,0.0415848,0.992142,0.314526
262.31,0,0,0,1,-0.101028,-0.04665,0.510988,0.107838,0.0511231,0.39121,-0.0889081,0.0398367,0.980464,0.30531
262.32,0,0,0,1,-0.101028,-0.04665,0.510988,0.10804,0.0512165,0.39121,-0.0889081,0.0398367,0.980464,0.313638
262.33,0,0,0,1,-0.101028,-0.04665,0.510988,0.108242,0.0513096,0.39121,-0.0889081,0.0398367,0.980464,0.313533
262.34,0,0,0,1,-0.104474,-0.045072,0.544612,0.111897,0.0498221,0.36431,-0.0984567,0.0450876,0.960688,0.307951
262.35,0,0,0,1,-0.104474,-0.045072,0.544612,0.112105,0.0499115,0.36431,-0.0984567,0.0450876,0.960688,0.312913
262.36,0,0,0,1,-0.104474,-0.045072,0.544612,0.112314,0.050002,0.36431,-0.0984567,0.0450876,0.960688,0.312806
262.37,0,0,0,1,-0.104474,-0.045072,0.544612,0.112523,0.050092,0.36431,-0.0984567,0.0450876,0.960688,0.3127
262.38,0,0,0,1,-0.108007,-0.043473,0.578855,0.116274,0.0485805,0.336916,-0.100949,0.0456848,0.978377,0.278033
262.39,0,0,0,1,-0.108007,-0.043473,0.578855,0.116488,0.0486668,0.336916,-0.100949,0.0456848,0.978377,0.309895
262.4,0,0,0,1,-0.108007,-0.043473,0.578855,0.116704,0.0487538,0.336916,-0.100949,0.0456848,0.978377,0.30978
262.41,0,0,0,1,-0.110612,-0.0420818,0.607622,0.119534,0.0474482,0.313902,-0.0868328,0.0463718,0.958905,0.306971
262.42,0,0,0,1,-0.110612,-0.0420818,0.607622,0.119751,0.0475309,0.313902,-0.0868328,0.0463718,0.958905,0.309347
262.43,0,0,0,1,-0.110612,-0.0420818,0.607622,0.119973,0.0476151,0.313902,-0.0868328,0.0463718,0.958905,0.309232
262.44,0,0,0,1,-0.113642,-0.0405899,0.63971,0.123231,0.0462047,0.288232,-0.086572,0.0426273,0.916793,0.321756
