9.0083e-05,1,1,1,-0.0299133,-0.0247115,0.0571754,3.08974,3.07413,1.41424,0,0,0,-0.306122,0.306122,0,-8.87106e-05,-0.0190573,1.14138,0.560712
0.000197136,1,1,1,-0.0299133,-0.0247115,0.0571754,3.08974,3.07413,1.41424,0,0,0,-0.306122,0.306122,0,-8.87106e-05,-0.0190573,1.14138,0.560712
0.0503372,1,1,1,-0.0295986,-0.0250481,0.0564105,3.0888,3.07514,1.41538,0,0,0,-0.306122,0.306122,0,-0.000133516,-0.0190359,1.14146,0.561341
0.100272,1,1,1,-0.0283968,-0.0251305,0.0553231,3.08519,3.07539,1.41702,0,0,0,-0.306122,0.306122,0,-0.000297265,-0.018988,1.1417,0.561667
0.150273,1,1,1,-0.0279332,-0.0253345,0.0548205,3.0838,3.076,1.41777,0,0,0,-0.306122,0.306122,0,-0.00032538,-0.0189929,1.14169,0.561265
0.200274,1,1,1,-0.0273854,-0.0254703,0.0541218,3.08216,3.07641,1.41882,0,0,0,-0.306122,0.306122,0,-0.000277005,-0.0189657,1.14153,0.561465
0.250257,1,1,1,-0.0267521,-0.0259673,0.053097,3.08026,3.0779,1.42035,0,0,0,-0.306122,0.306122,0,-0.000303275,-0.0191259,1.14149,0.561787
0.300276,1,1,1,-0.0259609,-0.0256746,0.0520966,3.07788,3.07702,1.42186,0,0,0,-0.306122,0.306122,0,-0.000541837,-0.0190295,1.14153,0.561843
0.350276,1,1,1,-0.0254204,-0.0256094,0.0513915,3.07626,3.07683,1.42291,0,0,0,-0.306122,0.306122,0,-0.0005973,-0.0189757,1.14165,0.561674
0.400276,1,1,1,-0.0245334,-0.0259272,0.0494981,3.0736,3.07778,1.42575,0,0,0,-0.306122,0.306122,0,-0.00061993,-0.0189901,1.14178,0.562708
0.450279,1,1,1,-0.0240734,-0.0260845,0.0484071,3.07222,3.07825,1.42739,0,0,0,-0.306122,0.306122,0,-0.000601291,-0.0187221,1.14187,0.562188
0.500282,1,1,1,-0.0227829,-0.025915,0.0463313,3.06835,3.07774,1.4305,0,0,0,-0.306122,0.306122,0,-0.000442171,-0.0186306,1.14198,0.563082
0.550281,1,1,1,-0.0223713,-0.0260239,0.0455212,3.06711,3.07807,1.43172,0,0,0,-0.306122,0.306122,0,-0.000417326,-0.0186483,1.14206,0.562193
0.60028,1,1,1,-0.0214331,-0.0266668,0.0436367,3.0643,3.08,1.43455,0,0,0,-0.306122,0.306122,0,-0.000257517,-0.018773,1.14218,0.563141
0.650272,1,1,1,-0.0209085,-0.0266655,0.0427009,3.06273,3.08,1.43595,0,0,0,-0.306122,0.306122,0,-0.000113718,-0.0187839,1.14227,0.562499
0.70028,1,1,1,-0.0197576,-0.0268759,0.0412302,3.05927,3.08063,1.43815,0,0,0,-0.306122,0.306122,0,-0.000140444,-0.018739,1.14231,0.563011
0.750231,1,1,1,-0.0192479,-0.0270503,0.0407366,3.05774,3.08115,1.43889,0,0,0,-0.306122,0.306122,0,-6.62642e-05,-0.0188264,1.14248,0.562315
0.800303,1,1,1,-0.0184016,-0.0276118,0.0400262,3.0552,3.08284,1.43996,0,0,0,-0.306122,0.306122,0,4.03222e-05,-0.0187664,1.14227,0.56253
0.850274,1,1,1,-0.0180035,-0.0281068,0.0396479,3.05401,3.08432,1.44053,0,0,0,-0.306122,0.306122,0,1.67975e-05,-0.0188419,1.14233,0.56231
0.900301,1,1,1,-0.0170628,-0.0280215,0.0391484,3.05119,3.08406,1.44128,0,0,0,-0.306122,0.306122,0,0.000169051,-0.0189177,1.14227,0.562438
0.950282,1,1,1,-0.0156351,-0.0282909,0.0382219,3.04691,3.08487,1.44267,0,0,0,-0.306122,0.306122,0,8.19055e-05,-0.0187008,1.14238,0.562828
1.00215,1,1,1,-0.0149348,-0.0285791,0.0375749,3.0448,3.08574,1.44364,0,0,0,-0.306122,0.306122,0,6.75588e-05,-0.0187121,1.14246,0.56265
1.05027,1,1,1,-0.014255,-0.0289652,0.0370772,3.04277,3.0869,1.44438,0,0,0,-0.306122,0.306122,0,8.69616e-05,-0.0186839,1.14264,0.562607
1.10025,1,1,1,-0.0128628,-0.0288024,0.0360132,3.03859,3.08641,1.44598,0,0,0,-0.306122,0.306122,0,0.000179649,-0.0188137,1.14261,0.563097
