0.000185546,1,1,3,-0.0268136,0.408483,-0.10228,0.0402205,-0.612725,1.65342,-0.00982894,0.0332935,-0.00242583,0.153061,0.0153215,0,0.0717701,-0.141123,1.08342,-1.43035,0.609136,9.77112,0.73838
0.000296113,1,1,3,-0.0268136,0.408483,-0.10228,0.0402205,-0.612725,1.65342,-0.00982894,0.0332935,-0.00242583,0.153061,0.0153217,0,0.0717701,-0.141123,1.08342,-1.43035,0.609136,9.77112,0.738382
0.0503927,1,1,3,-0.0270723,0.408466,-0.102185,0.0406084,-0.612699,1.65328,-0.0112605,0.0312321,-0.00184187,0.153061,0.0178114,0,0.0717779,-0.141013,1.08356,-1.35381,0.851932,9.75977,0.738739
0.100407,1,1,3,-0.0278207,0.40813,-0.102196,0.041731,-0.612195,1.65329,-0.0124833,0.032583,-0.00443039,0.153061,0.0191519,0,0.071581,-0.140979,1.08368,-1.32448,0.673132,9.71498,0.74
0.150427,1,1,3,-0.0283585,0.407704,-0.102159,0.0425377,-0.611557,1.65324,-0.0135596,0.0320532,-0.00640575,0.153061,0.0193421,0,0.0713937,-0.140892,1.08357,-1.44259,0.712915,9.6222,0.74
0.200397,1,1,3,-0.029485,0.406959,-0.101658,0.0442276,-0.610439,1.65249,-0.0148158,0.031866,-0.00641148,0.153061,0.0214218,0,0.0714936,-0.140757,1.08376,-1.40664,0.652057,9.69936,0.74
0.250394,1,1,3,-0.0301062,0.407047,-0.101377,0.0451593,-0.61057,1.65206,-0.0153857,0.0293794,-0.00698848,0.153061,0.0204984,0,0.0714486,-0.140788,1.08384,-1.37071,0.63147,9.69157,0.74
0.300399,1,1,3,-0.0306746,0.40675,-0.101044,0.0460119,-0.610125,1.65157,-0.0146524,0.0280795,-0.00742792,0.153061,0.0192172,0,0.0714857,-0.140733,1.0839,-1.66108,0.882403,9.89029,0.74
0.350406,1,1,3,-0.0311729,0.405717,-0.100042,0.0467594,-0.608576,1.65006,0.00820618,0.0318492,0.0400665,0.233061,0.0698267,0,0.0621351,-0.130111,1.08105,-0.231764,-0.552915,13.8427,0.71279
0.400394,1,1,3,-0.0296012,0.405748,-0.0956445,0.0444018,-0.608623,1.64347,0.0647771,0.0547753,0.192246,0.233061,0.0141697,0,0.0423007,-0.0913171,1.06532,-0.0846979,-0.0476352,14.6848,0.634788
0.450403,1,1,3,-0.0234581,0.408311,-0.0728343,0.0351872,-0.612466,1.60925,0.113486,0.0660795,0.481409,0.233061,-0.00263061,0,0.0478423,-0.0105791,1.01367,-0.163271,0.111108,13.6508,0.504594
0.500401,1,1,3,-0.0187048,0.409367,-0.0510031,0.0280572,-0.614051,1.5765,0.131765,0.0348911,0.640291,0.233061,0.0225982,0,0.0756877,0.0409492,0.964748,0.0385552,0.181048,13.5918,0.542158
0.550419,1,1,3,-0.00881317,0.40606,-0.00204851,0.0132198,-0.60909,1.50307,0.145156,-0.068894,0.770753,0.145198,0.0108883,0,0.138203,0.130217,0.85153,0.0557569,0.155337,9.8635,0.505846
0.600397,1,1,3,-0.00370673,0.401891,0.0219189,0.0055601,-0.602837,1.46712,0.144628,-0.129392,0.743349,0.168274,0.0300075,0,0.174937,0.177766,0.770827,0.0953543,0.283039,9.32915,0.602562
