0.700169,-0.00920845,0.0385148,-0.000176247,0.0349248
0.750192,0.00852304,0.0370875,0.000957449,0.0350574
0.800166,-0.0111102,0.0266718,-0.00179538,0.0369173
0.850256,-0.00462452,0.0387346,-0.00164193,0.0387804
0.900168,0.00520634,0.0464721,-0.00319318,0.0398066
0.95016,-0.0188044,0.0424475,-0.00491938,0.040629
1.00017,-0.000247398,0.0311326,-0.00354707,0.0407113
1.05016,-0.00922039,0.0494043,-0.00433426,0.0414147
1.10016,-0.0187399,0.0237344,-0.00654865,0.0407356
1.15016,-0.010243,0.035045,-0.00760737,0.0410257
1.20018,-0.012404,0.020788,-0.00796517,0.0390696
1.25014,-0.0121478,0.0314886,-0.0102525,0.0384094
1.30017,-0.0171684,0.0252105,-0.0109411,0.0383028
1.35019,-0.0106903,0.027789,-0.0116115,0.0370726
1.40019,-0.0239317,0.0457189,-0.0148424,0.0369689
1.45019,-0.0183393,0.0283504,-0.014793,0.0354081
1.50019,-0.00848222,0.0224722,-0.0157045,0.0344381
1.55016,-0.00899236,0.0378063,-0.015675,0.033141
1.60016,-0.00878875,0.0312925,-0.0145755,0.0339937
1.65017,-0.00590942,0.0408791,-0.0140966,0.0346481
1.70016,-0.0232164,0.0265842,-0.0152945,0.0352839
1.75017,-0.0178474,0.0318144,-0.015931,0.0353273
1.80017,-0.0173159,0.0369821,-0.0159476,0.0366358
1.85017,-0.0200506,0.0486915,-0.0169861,0.0389549
1.90019,-0.0134731,0.0324879,-0.0158307,0.0375004
1.95017,-0.0278077,0.0341386,-0.016869,0.0381118
2.00016,-0.0109972,0.0314828,-0.0171538,0.0391252
2.05017,-0.00413952,-0.0460156,-0.0166193,0.0298207
2.10017,-0.0380726,-0.0790627,-0.0198682,0.0175521
2.15016,0.0819528,-0.133915,-0.0101061,-0.00186775
2.20018,0.0343198,-0.10632,-0.00371572,-0.0166401
2.25072,0.0897446,-0.104184,0.00831901,-0.0320502
2.30017,0.0219635,-0.0912134,0.0124662,-0.0454856
2.35016,0.0271527,-0.0713972,0.0178477,-0.0593279
